country_name,Year,urbanization,gdp_per_cap,inflation,gdp_current,unemployment,literacy_adult,health_exp,literacy_youth,life_exp,re_consumption,ff_consumption,energy_use
"Iran, Islamic Rep.",1972,43.014,569.663454428143,6.39824135128874,17153463263.1086,3490616767.0624237,3490616767.0624237,3490616767.0624237,3490616767.0624237,51.659,3490616767.0624237,97.3084931261894,540.814671461545
Iraq,1972,58.269,391.522287321083,5.18595041325521,4113848002.40312,3490616767.0624237,3490616767.0624237,3490616767.0624237,3490616767.0624237,61.388,3490616767.0624237,99.1704930253214,408.036306135297
Ireland,1972,52.611,2080.46514718169,8.60581745301067,6318060582.21873,3490616767.0624237,3490616767.0624237,3490616767.0624237,3490616767.0624237,71.021756097561,3490616767.0624237,80.2568930739074,2194.5130645241
Italy,1972,65.039,2671.1373144713,5.74950393730015,145260039840.637,6.3899998664856,3490616767.0624237,3490616767.0624237,3490616767.0624237,72.0753658536586,3490616767.0624237,93.7367118008874,2050.73787711576
Jamaica,1972,42.395,978.984931300467,5.42770299630758,1875048859.93485,23.1800003051758,3490616767.0624237,3490616767.0624237,3490616767.0624237,67.102,3490616767.0624237,89.0728775110762,1338.84526645709
Jordan,1972,56.645,462.564900457051,7.65765765765759,788574628.955475,3490616767.0624237,3490616767.0624237,3490616767.0624237,3490616767.0624237,62.349,3490616767.0624237,99.1900005559365,316.538077777458
Kenya,1972,11.282,171.005091688489,5.83164474311008,2107279157.38336,3490616767.0624237,3490616767.0624237,3490616767.0624237,3490616767.0624237,55.012,3490616767.0624237,21.7132025950562,449.062449002479
"Korea, Rep.",1972,43.692,324.196276804765,11.6889866806844,10862327878.032,4.59000015258789,3490616767.0624237,3490616767.0624237,3490616767.0624237,63.009756097561,3490616767.0624237,99.363501940187,551.258116376802
Luxembourg,1972,75.528,5486.72062789089,5.22568050555544,1901697369.62698,3490616767.0624237,3490616767.0624237,3490616767.0624237,3490616767.0624237,70.3215853658537,3490616767.0624237,95.9876920622787,12009.5701096365
Malaysia,1972,35.104,466.89931840128,3.23155422354877,5043268548.73032,3490616767.0624237,3490616767.0624237,3490616767.0624237,3490616767.0624237,64.083,3490616767.0624237,74.749731499587,567.194602957205
Malta,1972,89.716,975.758800875955,3.37276106781155,295118249.324933,3490616767.0624237,3490616767.0624237,3490616767.0624237,3490616767.0624237,70.7243902439024,3490616767.0624237,100.0,873.033559265994
Mexico,1972,60.532,844.174438114132,4.94369236377868,45200000000.0,3490616767.0624237,3490616767.0624237,3490616767.0624237,3490616767.0624237,61.614,3490616767.0624237,84.5515817877203,887.802437632131
Morocco,1972,35.675,313.998260498047,3.75917055722267,5074117544.77482,3490616767.0624237,3490616767.0624237,3490616767.0624237,3490616767.0624237,49.719,3490616767.0624237,74.7567438166496,197.934040475734
Myanmar,1972,23.606,22.2235285270356,7.64262648008593,634525053.103964,3490616767.0624237,3490616767.0624237,3490616767.0624237,3490616767.0624237,51.498,3490616767.0624237,18.4822956214058,281.589603567868
Nepal,1972,4.198,78.4616567096074,8.3890238963018,1024098804.93827,3490616767.0624237,3490616767.0624237,3490616767.0624237,3490616767.0624237,43.689,3490616767.0624237,2.16294770069406,287.957297685758
Netherlands,1972,62.232,4104.45102978895,7.80279219256613,54706557264.4878,3490616767.0624237,3490616767.0624237,3490616767.0624237,3490616767.0624237,73.7270731707317,3490616767.0624237,3490616767.0624237,4381.04179488413
New Zealand,1972,81.819,3294.64894268304,6.93280459206853,9567331064.65727,3490616767.0624237,3490616767.0624237,3490616767.0624237,3490616767.0624237,71.8292682926829,3490616767.0624237,69.6279618851328,2617.16105926513
Nigeria,1972,18.549,210.995479819975,3.45764975201498,12274416017.7976,3490616767.0624237,3490616767.0624237,3490616767.0624237,3490616767.0624237,41.273,3490616767.0624237,6.93959230614754,590.372829818987
Norway,1972,66.725,4413.57569168528,7.25843582961514,17358610849.701,1.66999995708466,3490616767.0624237,3490616767.0624237,3490616767.0624237,74.3446341463415,3490616767.0624237,60.822850475985,3503.42994820244
Pakistan,1972,25.353,150.61721129504,5.18323764549141,9415016359.56604,2.15000009536743,3490616767.0624237,3490616767.0624237,3490616767.0624237,55.239,3490616767.0624237,35.2948453612962,279.834326154725
Panama,1972,48.199,1044.15554027527,5.40954883948924,1673411700.0,6.78999996185303,3490616767.0624237,3490616767.0624237,3490616767.0624237,66.457,3490616767.0624237,81.7099639652492,1163.44407935377
Paraguay,1972,37.396,304.991966132839,9.18037497303687,769039682.539683,3490616767.0624237,3490616767.0624237,3490616767.0624237,3490616767.0624237,62.935,3490616767.0624237,15.4663733608403,556.717646741553
Peru,1972,59.547,642.956369795013,7.21972216770544,9189413409.04393,4.40000009536743,3490616767.0624237,3490616767.0624237,3490616767.0624237,56.737,3490616767.0624237,57.7734661433562,638.82282636614
Philippines,1972,34.012,230.076179145029,8.20403413498833,9067872578.95368,5.3600001335144,3490616767.0624237,3490616767.0624237,3490616767.0624237,61.831,3490616767.0624237,50.5412231175438,391.168797070593
Portugal,1972,39.591,1302.2662677393,10.6633559759477,11239117865.0852,3490616767.0624237,3490616767.0624237,3490616767.0624237,3490616767.0624237,68.3243902439024,3490616767.0624237,80.4212949352166,745.283954565416
Saudi Arabia,1972,52.707,1437.19426817152,4.33117970783496,9664067929.69504,3490616767.0624237,3490616767.0624237,3490616767.0624237,3490616767.0624237,54.792,3490616767.0624237,99.9764669482207,929.586750066178
Senegal,1972,31.451,349.816352296121,6.15488417411267,1620857277.17917,3490616767.0624237,3490616767.0624237,3490616767.0624237,3490616767.0624237,41.753,3490616767.0624237,33.9610988105454,271.860591196369
Singapore,1972,100.0,1264.37510720987,2.08075813761878,2721440980.75851,4.69999980926514,3490616767.0624237,3490616767.0624237,3490616767.0624237,69.3467804878049,3490616767.0624237,99.792873510751,1569.47082326705
South Africa,1972,47.929,1034.49182061067,6.42570844638618,24515911652.1848,3490616767.0624237,3490616767.0624237,3490616767.0624237,3490616767.0624237,56.272,3490616767.0624237,89.1788981397106,1949.2660444812
Spain,1972,67.541,1708.80862877366,8.27228754941943,59132415221.3306,1.5,3490616767.0624237,3490616767.0624237,3490616767.0624237,72.8180487804878,3490616767.0624237,90.755503343063,1295.60967977864
Sri Lanka,1972,17.796,196.422887667512,6.34948605013606,2553936348.40871,3490616767.0624237,3490616767.0624237,3490616767.0624237,3490616767.0624237,65.828,3490616767.0624237,30.4914440755192,311.129918135607
Sudan,1972,17.941,185.672241210938,13.5547507128621,2882000000.0,3490616767.0624237,3490616767.0624237,3490616767.0624237,3490616767.0624237,49.925,3490616767.0624237,19.0622716790881,593.005707764451
Sweden,1972,81.886,6027.12849917337,6.00738969862495,48954145808.8359,2.70000004768372,3490616767.0624237,3490616767.0624237,3490616767.0624237,74.7180487804878,3490616767.0624237,78.2260707700237,4527.21372025165
Syrian Arab Republic,1972,44.078,356.901987529773,2.09836065573834,2415706806.28272,4.69999980926514,3490616767.0624237,3490616767.0624237,3490616767.0624237,61.9,3490616767.0624237,99.6667358756784,292.457432499515
Thailand,1972,22.006,216.149536170184,4.83776673497442,8177884552.88461,0.509999990463257,3490616767.0624237,3490616767.0624237,3490616767.0624237,59.051,3490616767.0624237,45.05555371524,379.80044818491
Togo,1972,21.929,144.024139012821,7.72660767823482,335677636.893737,3490616767.0624237,3490616767.0624237,3490616767.0624237,3490616767.0624237,47.089,3490616767.0624237,15.7890575902901,320.198961343869
Trinidad and Tobago,1972,44.888,1069.44510492249,9.30106881253335,1083381044.08473,3490616767.0624237,3490616767.0624237,3490616767.0624237,3490616767.0624237,64.947,3490616767.0624237,98.5065936815018,2651.6542929091
Turkiye,1972,39.6,547.465197598568,15.4164557223961,20359154929.5775,3490616767.0624237,3490616767.0624237,3490616767.0624237,3490616767.0624237,58.069,3490616767.0624237,70.281428060387,593.53950807027
United Kingdom,1972,77.195,3030.43251411977,7.07109839479793,169965034965.035,3.70000004768372,3490616767.0624237,3490616767.0624237,3490616767.0624237,72.1243902439024,3490616767.0624237,96.1994913363789,3747.96247517097
